,observed,predicted,low,high,anomalous,err,threshold
0,0.3000000163912773,0.2250461682677269,,,,,
1,0.2900000035762787,0.2250461682677269,,,,,
2,0.3000000163912773,0.2250461682677269,,,,,
3,0.2700000062584877,0.2250461682677269,,,,,
4,0.2700000062584877,0.2250461682677269,,,,,
5,0.2700000062584877,0.2250461682677269,,,,,
6,0.2700000062584877,0.2250461682677269,,,,,
7,0.2700000062584877,0.2250461682677269,,,,,
8,0.2500000089406967,0.2250461682677269,,,,,
9,0.259999993443489,0.2250461682677269,,,,,
10,0.2500000089406967,0.2250461682677269,,,,,
11,0.239999996125698,0.2250461682677269,,,,,
12,0.239999996125698,0.2250461682677269,,,,,
13,0.239999995,0.2250461682677269,-0.990953831732273,1.441046168267727,False,9.678710783364156e-07,0.08
14,0.239999995,0.2408040910959243,-0.9751959089040756,1.4568040910959243,False,2.798522037226608e-09,0.08
15,0.2499999999999999,0.2394041091203689,-0.9765958908796312,1.4554041091203689,False,4.859457389761427e-07,0.08
16,0.239999995,0.2508504509925842,-0.9651495490074158,1.4668504509925842,False,5.095758104527663e-07,0.08
17,0.239999995,0.2393113017082214,-0.9766886982917784,1.455311301708221,False,2.052884566052572e-09,0.08
18,0.25999999,0.2405050292611122,-0.9754949707388878,1.456505029261112,False,1.6449683786823837e-06,0.08
19,0.239999995,0.2604067549109459,-0.955593245089054,1.476406754910946,False,1.802440486768476e-06,0.08
20,0.239999995,0.2396033138036727,-0.9763966861963272,1.4556033138036728,False,6.810767465355831e-10,0.08
21,0.239999995,0.239698839187622,-0.976301160812378,1.455698839187622,False,3.925503087301204e-10,0.08
22,0.230000004,0.2397112399339676,-0.9762887600660324,1.4557112399339676,False,4.0818950556259866e-07,0.08
23,0.2499999999999999,0.2293263509869575,-0.9866736490130424,1.4453263509869576,False,1.849895098314017e-06,0.08
24,0.239999995,0.2504802688956261,-0.965519731104374,1.466480268895626,False,4.753988094154317e-07,0.08
25,0.239999995,0.2390782639384269,-0.976921736061573,1.455078263938427,False,3.677234028170579e-09,0.08
26,0.239999995,0.2406513750553131,-0.9753486249446868,1.4566513750553132,False,1.8364611169482287e-09,0.08
27,0.25999999,0.2395330712199211,-0.9764669287800788,1.455533071219921,False,1.8130832944526815e-06,0.08
28,0.25999999,0.2605802237987518,-0.9554197762012482,1.4765802237987518,False,1.4571990184121007e-09,0.08
29,0.2499999999999999,0.2596189677715301,-0.9563810322284698,1.47561896777153,False,4.00469793064993e-07,0.08
30,0.2499999999999999,0.2492652505636215,-0.9667347494363784,1.4652652505636214,False,2.336637527088262e-09,0.08
