TIME,Sor-LATITUDE,Sor-LONGITUDE,Sor-Optode-63,Sor-Temperature-63,Sor-Tide-63,Sor-Conductivity-63,Sor-Pressure-63,Nord-LATITUDE,Nord-LONGITUDE,Nord-Temperature-23,Nord-Tide-23,Nord-Optode-23,Nord-Conductivity-23,Nord-Pressure-23
2022-05-12 11:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.81299973,10.81050014,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 12:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.79339981,10.79199982,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 12:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.79730034,10.7954998,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 13:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.79469967,10.79269981,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 13:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.79020023,10.79039955,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 14:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.78960037,10.78919983,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 14:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.79399967,10.79269981,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 15:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.79109955,10.79269981,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 15:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.78559971,10.78390026,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 16:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.77789974,10.7755003,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 16:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.79349995,10.79080009,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 17:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.78820038,10.78750038,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 17:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.79209995,10.78789997,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 18:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.78929996,10.78890038,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 18:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.79199982,10.78969955,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 19:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.78600025,10.78540039,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 19:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.7840004,10.78320026,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 20:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.78050041,10.77880001,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 20:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.77659988,10.77670002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 21:00:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.77960014,10.77890015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2022-05-12 21:30:00,60.08598328,5.279067039,-999.0,-999.0,-999.0,10.78289986,10.78040028,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
