timestamp,value,is_missing,,diff,is_spike,is_anomaly
15/09/2021 03:30,0.289999992,0,,,,0
15/09/2021 04:00,0.289999992,0,,0,0,0
15/09/2021 04:30,0.289999992,0,,0,0,0
15/09/2021 05:00,0.300000012,0,,0.01000002,0,0
15/09/2021 05:30,0.289999992,0,,0.01000002,0,0
15/09/2021 06:00,0.300000012,0,,0.01000002,0,0
15/09/2021 06:30,0.270000011,0,,0.030000001,0,0
15/09/2021 07:00,0.270000011,0,,0,0,0
15/09/2021 07:30,0.270000011,0,,0,0,0
15/09/2021 08:00,0.270000011,0,,0,0,0
15/09/2021 08:30,0.270000011,0,,0,0,0
15/09/2021 09:00,0.25,0,,0.020000011,0,0
15/09/2021 09:30,0.25999999,0,,0.00999999,0,0
15/09/2021 10:00,0.25,0,,0.00999999,0,0
15/09/2021 10:30,0.239999995,0,,0.010000005,0,0
15/09/2021 11:00,0.239999995,0,,0,0,0
15/09/2021 11:30,0.239999995,0,,0,0,0
15/09/2021 12:00,0.239999995,0,,0,0,0
15/09/2021 12:30,0.25,0,,0.010000005,0,0
15/09/2021 13:00,0.239999995,0,,0.010000005,0,0
15/09/2021 13:30,0.239999995,0,,0,0,0
15/09/2021 14:00,0.25999999,0,,0.019999995,0,0
15/09/2021 14:30,0.239999995,0,,0.019999995,0,0
15/09/2021 15:00,0.239999995,0,,0,0,0
15/09/2021 15:30,0.239999995,0,,0,0,0
15/09/2021 16:00,0.230000004,0,,0.009999991,0,0
15/09/2021 16:30,0.25,0,,0.019999996,0,0
15/09/2021 17:00,0.239999995,0,,0.010000005,0,0
15/09/2021 17:30,0.239999995,0,,0,0,0
15/09/2021 18:00,0.239999995,0,,0,0,0
15/09/2021 18:30,0.25999999,0,,0.019999995,0,0
15/09/2021 19:00,0.25999999,0,,0,0,0
15/09/2021 19:30,0.25,0,,0.00999999,0,0
15/09/2021 20:00,0.25,0,,0,0,0
15/09/2021 20:30,0.25,0,,0,0,0
15/09/2021 21:00,0.25,0,,0,0,0
15/09/2021 21:30,0.239999995,0,,0.010000005,0,0
15/09/2021 22:00,0.25,0,,0.010000005,0,0
15/09/2021 22:30,0.239999995,0,,0.010000005,0,0
15/09/2021 23:00,0.25,0,,0.010000005,0,0
15/09/2021 23:30,0.25,0,,0,0,0
16/09/2021 00:00,0.25,0,,0,0,0
16/09/2021 00:30,0.25,0,,0,0,0
16/09/2021 01:00,0.25,0,,0,0,0
16/09/2021 01:30,0.239999995,0,,0.010000005,0,0
16/09/2021 02:00,0.25,0,,0.010000005,0,0
16/09/2021 02:30,0.25,0,,0,0,0
16/09/2021 03:00,0.239999995,0,,0.010000005,0,0
16/09/2021 03:30,0.239999995,0,,0,0,0
16/09/2021 04:00,0.239999995,0,,0,0,0
16/09/2021 04:30,0.239999995,0,,0,0,0
16/09/2021 05:00,0.239999995,0,,0,0,0
16/09/2021 05:30,0.239999995,0,,0,0,0
16/09/2021 06:00,0.25,0,,0.010000005,0,0
16/09/2021 06:30,0.25999999,0,,0.00999999,0,0
16/09/2021 07:00,0.280000001,0,,0.020000011,0,0
16/09/2021 07:30,0.310000002,0,,0.030000001,0,0
16/09/2021 08:00,0.270000011,0,,0.039999991,0,0
16/09/2021 08:30,0.270000011,0,,0,0,0
16/09/2021 09:00,0.25,0,,0.020000011,0,0
16/09/2021 09:30,0.280000001,0,,0.030000001,0,0
16/09/2021 10:00,0.25999999,0,,0.020000011,0,0
16/09/2021 10:30,0.25999999,0,,0,0,0
16/09/2021 11:00,0.270000011,0,,0.010000021,0,0
16/09/2021 11:30,0.319999993,0,,0.049999982,0,0
16/09/2021 12:00,0.419999993,0,,0.1,0,0
16/09/2021 12:30,0.619999993,0,,0.2,0,0
16/09/2021 13:00,0.819999993,0,,0.2,0,0
16/09/2021 13:30,0.920000017,0,,0.100000024,0,0
16/09/2021 14:00,0.889999986,0,,0.030000031,0,0
16/09/2021 14:30,0.949999988,0,,0.060000002,0,0
16/09/2021 15:00,0.949999988,0,,0,0,0
16/09/2021 15:30,0.949999988,0,,0,0,0
16/09/2021 16:00,0.949999988,0,,0,0,0
16/09/2021 16:30,0.949999988,0,,0,0,0
16/09/2021 17:00,0.889999986,0,,0.060000002,0,0
16/09/2021 17:30,0.889999986,0,,0,0,0
16/09/2021 18:00,0.889999986,0,,0,0,0
16/09/2021 18:30,0.889999986,0,,0,0,0
16/09/2021 19:00,0.889999986,0,,0,0,0
16/09/2021 19:30,0.920000017,0,,0.030000031,0,0
16/09/2021 20:00,0.920000017,0,,0,0,0
16/09/2021 20:30,1.039999962,0,,0.119999945,0,0
16/09/2021 21:00,1.180000009,0,,0.140000047,0,0
16/09/2021 21:30,1.320000056,0,,0.140000047,0,0
16/09/2021 22:00,1.460000103,0,,0.140000047,0,0
16/09/2021 22:30,1.60000015,0,,0.140000047,0,0
16/09/2021 23:00,1.740000197,0,,0.140000047,0,0
16/09/2021 23:30,1.880000244,0,,0.140000047,0,0
17/09/2021 00:00,2.020000291,0,,0.140000047,0,0
17/09/2021 00:30,2.160000338,0,,0.140000047,0,0
17/09/2021 01:00,2.300000385,0,,0.140000047,0,0
17/09/2021 01:30,2.440000432,0,,0.140000047,0,0
17/09/2021 02:00,2.580000479,0,,0.140000047,0,0
17/09/2021 02:30,1.440000057,0,,1.140000422,0,0
17/09/2021 03:00,1.370000005,0,,0.070000052,0,0
17/09/2021 03:30,1.470000029,0,,0.100000024,0,0
17/09/2021 04:00,1.539999962,0,,0.069999933,0,0
17/09/2021 04:30,1.610000076,0,,0.070000114,0,0
17/09/2021 05:00,1.75,0,,0.139999924,0,0
17/09/2021 05:30,1.769999962,0,,0.019999962,0,0
17/09/2021 06:00,1.789999962,0,,0.02,0,0
17/09/2021 06:30,1.799999967,0,,0.010000005,0,0
17/09/2021 07:00,1.779999971,0,,0.019999996,0,0
17/09/2021 07:30,1.779999971,0,,0,0,0
17/09/2021 08:00,1.779999971,0,,0,0,0
17/09/2021 08:30,1.820000052,0,,0.040000081,0,0
17/09/2021 09:00,1.690000057,0,,0.129999995,0,0
17/09/2021 09:30,1.700000048,0,,0.009999991,0,0
17/09/2021 10:00,1.720000029,0,,0.019999981,0,0
17/09/2021 10:30,1.639999986,0,,0.080000043,0,0
17/09/2021 11:00,1.669999986,0,,0.03,0,0
17/09/2021 11:30,1.684999986,0,,0.015,0,0
17/09/2021 12:00,1.699999986,0,,0.015,0,0
17/09/2021 12:30,1.690000057,0,,0.009999929,0,0
17/09/2021 13:00,1.710000038,0,,0.019999981,0,0
17/09/2021 13:30,1.744999986,0,,0.034999948,0,0
17/09/2021 14:00,1.859999986,0,,0.115,0,0
17/09/2021 14:30,1.950000048,0,,0.090000062,0,0
17/09/2021 15:00,-999,1,,1000.95,0,1
17/09/2021 15:30,2.349999905,0,,1001.35,0,0
17/09/2021 16:00,2.309999943,0,,0.039999962,0,0
17/09/2021 16:30,-999,1,,1001.31,0,1
17/09/2021 17:00,-999,1,,0,0,1
17/09/2021 17:30,3.00999999,0,,1002.01,0,0
17/09/2021 18:00,-999,1,,1002.01,0,1
17/09/2021 18:30,-999,1,,0,0,1
17/09/2021 19:00,-999,1,,0,0,1
17/09/2021 19:30,-999,1,,0,0,1
17/09/2021 20:00,-999,1,,0,0,1
17/09/2021 20:30,4.730000019,0,,1003.73,0,0
17/09/2021 21:00,4.869999886,0,,0.139999867,0,0
17/09/2021 21:30,-999,1,,1003.87,0,1
17/09/2021 22:00,7.010000229,0,,1006.01,0,0
17/09/2021 22:30,5.710000038,0,,1.300000191,0,0
17/09/2021 23:00,4.75,0,,0.960000038,0,0
17/09/2021 23:30,4.090000153,0,,0.659999847,0,0
18/09/2021 00:00,4.460000038,0,,0.369999885,0,0
18/09/2021 00:30,4.960000038,0,,0.5,0,0
18/09/2021 01:00,5.349999905,0,,0.389999867,0,0
18/09/2021 01:30,4.949999809,0,,0.400000096,0,0
18/09/2021 02:00,-999,1,,1003.95,0,1
18/09/2021 02:30,5.329999924,0,,1004.33,0,0
18/09/2021 03:00,6.769999981,0,,1.440000057,0,0
