timestamp,value,is_anomaly
1,21.59000015,0
2,21.54999924,0
3,21.53000069,0
4,21.48999977,0
5,21.44000053,0
6,21.40999985,0
7,21.43000031,0
8,21.42000008,0
9,21.40999985,0
10,21.44000053,0
11,21.44000053,0
12,21.43000031,0
13,21.43000031,0
14,21.40999985,0
15,21.43000031,0
16,21.45000076,0
17,21.52000046,0
18,21.55999947,0
19,21.52000046,0
20,21.52000046,0
21,21.53000069,0
22,21.56999969,0
23,21.61000061,0
24,21.54999924,0
25,21.51000023,0
26,21.46999931,0
27,21.40999985,0
28,21.37000084,0
29,21.37000084,0
30,21.29000092,0
31,21.25,0
32,21.12999916,0
33,21.10000038,0
34,21.10000038,0
35,21.06999969,0
36,21.03000069,0
37,21,0
38,20.98999977,0
39,20.98999977,0
40,21.01000023,0
41,21.03000069,0
42,21.05999947,0
43,21.13999939,0
44,21.13999939,0
45,21.27000046,0
46,21.29999924,0
47,21.34000015,0
48,21.36000061,0
49,21.35000038,0
50,21.34000015,0
51,21.30999947,0
52,21.27000046,0
53,21.22999954,0
54,21.20000076,0
55,21.20999908,0
56,21.21999931,0
57,21.20000076,0
58,21.22999954,0
59,21.22999954,0
60,21.25,0
61,21.25,0
62,21.18000031,0
63,21.20000076,0
64,21.23999977,0
65,21.20999908,0
66,21.23999977,0
67,21.22999954,0
68,21.26000023,0
69,21.29000092,0
70,21.29000092,0
71,21.32999992,0
72,21.38999939,0
73,21.43000031,0
74,21.5,0
75,21.53000069,0
76,21.52000046,0
77,21.52000046,0
78,21.54999924,0
79,21.56999969,0
80,21.54000092,0
81,21.48999977,0
82,21.53000069,0
83,21.53000069,0
84,21.63999939,0
85,21.68000031,0
86,21.75,0
87,21.78000069,0
88,21.78000069,0
89,21.76000023,0
90,21.70999908,0
91,21.68000031,0
92,21.63999939,0
93,21.51000023,0
94,21.39999962,0
95,21.34000015,0
96,21.34000015,0
97,21.34000015,0
98,21.35000038,0
99,21.36000061,0
100,21.37000084,0
