timestamp,value,is_anomaly
1,4.736842105,0
2,4.864864865,0
3,5.142857143,0
4,12,0
5,20,0
6,6,0
7,16.36363636,0
8,16.36363636,0
9,16.36363636,0
10,8.181818182,0
11,16.36363636,0
12,16.36363636,0
13,18,0
14,16.36363636,0
15,16.36363636,0
16,16.36363636,0
17,16.36363636,0
18,15,0
19,16.36363636,0
20,15,0
21,16.36363636,0
22,16.36363636,0
23,16.36363636,0
24,16.36363636,0
25,16.36363636,0
26,15,0
27,15,0
28,15,0
29,15,0
30,15,0
31,15,0
32,8.571428571,0
33,8.571428571,0
34,8.181818182,0
35,15,0
36,15,0
37,13.84615385,0
38,15,0
39,15,0
40,15,0
41,16.36363636,0
42,9.473684211,0
43,15,0
44,15,0
45,15,0
46,-999,0
47,15,0
48,13.84615385,0
49,15,0
50,12.85714286,0
51,15,0
52,13.84615385,0
53,9.205882353,0
54,13.84615385,0
55,13.84615385,0
56,13.84615385,0
57,15,0
58,13.84615385,0
59,15,0
60,13.84615385,0
61,16.36363636,0
62,16.36363636,0
63,15,0
64,13.84615385,0
65,13.84615385,0
66,13.84615385,0
67,12.85714286,0
68,13.84615385,0
69,13.84615385,0
70,15,0
71,15,0
72,15,0
73,12.85714286,0
74,13.84615385,0
75,13.84615385,0
76,16.36363636,0
77,13.84615385,0
78,12.85714286,0
79,13.84615385,0
80,15,0
81,12,0
82,12.85714286,0
83,12.85714286,0
84,15,0
85,13.84615385,0
86,13.84615385,0
87,15,0
88,13.84615385,0
89,13.84615385,0
90,12.85714286,0
91,9.473684211,0
92,8.181818182,0
93,8.181818182,0
94,8.571428571,0
95,8.571428571,0
96,9,0
97,9,0
98,9,0
99,8.571428571,0
100,13.84615385,0
101,9,0
102,15,0
103,9,0
104,8.571428571,0
105,9.473684211,0
106,9,0
107,9.473684211,0
108,10,0
109,9,0
110,9.473684211,0
111,8.571428571,0
112,8.571428571,0
113,9,0
114,9,0
115,9,0
116,10,0
117,10,0
118,9,0
119,8.181818182,0
120,8.181818182,0
121,9,0
122,10.58823529,0
123,10.58823529,0
124,10,0
125,12.85714286,0
126,9.473684211,0
127,10,0
128,9.473684211,0
129,10,0
130,11.25,0
131,10,0
132,10,0
133,10,0
134,9.473684211,0
135,8.181818182,0
136,7.826086957,0
137,8.571428571,0
138,10.58823529,0
139,11.25,0
140,10.58823529,0
141,8.181818182,0
142,5.142857143,0
143,10,0
144,9.473684211,0
145,10,0
146,10.58823529,0
147,10,0
148,10.58823529,0
149,10.58823529,0
150,10.58823529,0
151,9.473684211,0
152,10.58823529,0
153,11.25,0
154,9.473684211,0
155,9.473684211,0
156,9,0
157,10.58823529,0
158,10.58823529,0
159,9,0
160,11.25,0
161,10,0
162,9,0
163,9.473684211,0
164,9,0
165,9,0
166,8.571428571,0
167,8.571428571,0
168,8.181818182,0
169,8.181818182,0
170,7.826086957,0
171,9,0
172,7.826086957,0
173,7.826086957,0
174,7.5,0
175,9.473684211,0
176,10,0
177,10,0
178,9.473684211,0
179,9,0
180,9,0
181,9.473684211,0
182,10,0
183,9,0
184,9.473684211,0
185,10,0
186,9.473684211,0
187,10.58823529,0
188,8.571428571,0
189,9,0
190,9,0
191,7.826086957,0
192,10,0
193,7.2,0
194,9.473684211,0
195,8.181818182,0
196,10,0
197,9.473684211,0
198,9.473684211,0
199,10,0
200,9,0
201,7.826086957,0
202,9.333333333,0
203,9.473684211,0
204,7.826086957,0
205,8.571428571,0
206,9.473684211,0
207,9.473684211,0
208,10,0
209,8.642857143,0
210,7.826086957,0
211,9.833333333,0
212,9.473684211,0
213,9.473684211,0
214,9.473684211,0
215,9.473684211,0
216,8.571428571,0
217,8.181818182,0
218,10,0
219,8.181818182,0
220,9.473684211,0
221,10,0
222,7.2,0
223,7.2,0
224,6.923076923,0
225,9,0
226,10,0
227,7.5,0
228,10,0
229,9,0
230,8.571428571,0
231,9,0
232,6.666666667,0
233,9,0
234,10,0
235,9,0
236,8.571428571,0
237,9.473684211,0
238,7.5,0
239,7.2,0
240,7.5,0
241,9,0
242,8.571428571,0
243,8.571428571,0
244,8.571428571,0
245,8.181818182,0
246,8.181818182,0
247,6.642857143,0
248,8.571428571,0
249,8.571428571,0
250,8.571428571,0
251,8.181818182,0
252,8.181818182,0
253,7.826086957,0
254,6.923076923,0
255,8.571428571,0
256,9,0
257,9,0
258,8.181818182,0
259,8.571428571,0
260,8.571428571,0
261,8.571428571,0
262,6.428571429,0
263,7.826086957,0
264,6.206896552,0
265,6.923076923,0
266,6.666666667,0
267,8.181818182,0
268,9,0
269,7.5,0
270,9,0
271,6.666666667,0
272,6.666666667,0
273,7.5,0
274,7.826086957,0
275,7.2,0
276,7.5,0
277,7.826086957,0
278,8.181818182,0
279,7.2,0
280,7.826086957,0
281,7.2,0
282,8.181818182,0
283,6.428571429,0
284,8.181818182,0
285,8.181818182,0
286,7.2,0
287,9,0
288,7.5,0
289,9,0
290,8.571428571,0
291,6.666666667,0
292,7.5,0
293,9,0
294,7.826086957,0
295,8.239130435,0
296,8.181818182,0
297,7.5,0
298,9,0
299,9,0
300,7.5,0
301,7.5,0
302,7.5,0
303,8.181818182,0
304,7.5,0
305,8.571428571,0
306,8.571428571,0
307,8.571428571,0
308,7.5,0
309,7.826086957,0
310,9,0
311,10,0
312,7.826086957,0
313,9.473684211,0
314,7.826086957,0
315,9.473684211,0
316,8.571428571,0
317,9.473684211,0
318,7.5,0
319,7.826086957,0
320,10,0
321,7.826086957,0
322,9.473684211,0
323,8.571428571,0
324,9,0
325,7.2,0
326,8.181818182,0
327,6,0
328,6.206896552,0
329,8.181818182,0
330,5.625,0
331,7.826086957,0
332,5.294117647,0
333,9.473684211,0
334,9.473684211,0
335,10,0
336,10,0
337,9.473684211,0
338,9.473684211,0
339,7.5,0
340,9.473684211,0
341,9.473684211,0
342,9.473684211,0
343,9.473684211,0
344,9.473684211,0
345,9,0
346,9.473684211,0
347,9.473684211,0
348,9.473684211,0
349,8.571428571,0
350,9,0
351,10,0
352,9.473684211,0
353,9.473684211,0
354,10.58823529,0
355,10,0
356,10.58823529,0
357,10,0
358,7.826086957,0
359,7.5,0
360,10,0
361,9.473684211,0
362,8.181818182,0
363,7.826086957,0
364,9,0
365,8.181818182,0
366,8.181818182,0
367,9,0
368,10.58823529,0
369,10.58823529,0
370,10.58823529,0
371,8.181818182,0
372,10,0
373,10,0
374,9,0
375,7.826086957,0
376,9.473684211,0
377,10,0
378,10.58823529,0
379,8.181818182,0
380,9.473684211,0
381,10.58823529,0
382,8.571428571,0
383,8.181818182,0
384,10.58823529,0
385,10,0
386,10,0
387,10,0
388,9.473684211,0
389,10.58823529,0
390,10.58823529,0
391,9.473684211,0
392,10,0
393,9.473684211,0
394,9.473684211,0
395,10.58823529,0
396,11.25,0
397,10.58823529,0
398,8.571428571,0
399,9.473684211,0
400,10.58823529,0
401,8.181818182,0
402,9,0
403,10,0
404,10.58823529,0
405,9,0
406,8.571428571,0
407,9.473684211,0
408,8.571428571,0
409,9,0
410,10.58823529,0
411,10.58823529,0
412,11.25,0
413,11.25,0
414,10.58823529,0
415,10.58823529,0
416,10,0
417,9.473684211,0
418,8.181818182,0
419,10.58823529,0
420,10,0
421,9.473684211,0
422,10.58823529,0
423,10,0
424,-999,0
425,9.611111111,0
426,-999,0
427,10.58823529,0
428,10.58823529,0
429,10.58823529,0
430,9.473684211,0
431,8.181818182,0
432,11.25,0
433,10.58823529,0
434,10.58823529,0
435,12,0
436,10.58823529,0
437,11.25,0
438,11.25,0
439,11.25,0
440,11.25,0
441,11.25,0
442,10.58823529,0
443,11.25,0
444,11.25,0
445,11.25,0
446,10.58823529,0
447,12,0
448,8.181818182,0
449,11.25,0
450,11.25,0
451,11.25,0
452,11.25,0
453,8.571428571,0
454,11.25,0
455,8.181818182,0
456,7.826086957,0
457,8.181818182,0
458,7.826086957,0
459,7.826086957,0
460,7.826086957,0
461,10.58823529,0
462,11.25,0
463,11.25,0
464,12,0
465,7.826086957,0
466,9,0
467,9,0
468,9.473684211,0
469,9.473684211,0
470,10,0
471,8.571428571,0
472,9,0
473,10.58823529,0
474,11.25,0
475,10.58823529,0
476,11.25,0
477,11.25,0
478,7.5,0
479,12,0
480,11.25,0
481,8.571428571,0
482,9.473684211,0
483,12,0
484,7.5,0
485,7.2,0
486,7.5,0
487,8.181818182,0
488,11.25,0
489,11.25,0
490,11.25,0
491,11.25,0
492,11.25,0
493,8.571428571,0
494,11.25,0
495,9.473684211,0
496,9,0
497,7.826086957,0
498,9.473684211,0
499,8.181818182,0
500,7.826086957,0
501,20,0
502,7.5,0
503,10.58823529,0
504,7.826086957,0
505,10.58823529,0
506,9.473684211,0
507,11.25,0
508,10.58823529,0
509,9.473684211,0
510,11.25,0
511,10,0
512,11.25,0
513,10,0
514,8.571428571,0
515,10.58823529,0
516,8.181818182,0
517,10,0
518,11.25,0
519,9.473684211,0
520,10.58823529,0
