,timestamp,loc_lon,loc_lat,Wave_Height
1,2021-09-14 00:30:00,-999.0,-999.0,-999.0
2,2021-09-14 01:00:00,-999.0,-999.0,-999.0
3,2021-09-14 01:30:00,-999.0,-999.0,-999.0
4,2021-09-14 02:00:00,-999.0,-999.0,-999.0
5,2021-09-14 02:30:00,-999.0,-999.0,-999.0
6,2021-09-14 03:00:00,-999.0,-999.0,-999.0
7,2021-09-14 03:30:00,-999.0,-999.0,-999.0
8,2021-09-14 04:00:00,-999.0,-999.0,-999.0
9,2021-09-14 04:30:00,-999.0,-999.0,-999.0
10,2021-09-14 05:00:00,-999.0,-999.0,-999.0
11,2021-09-14 05:30:00,-999.0,-999.0,-999.0
12,2021-09-14 06:00:00,-999.0,-999.0,-999.0
13,2021-09-14 06:30:00,-999.0,-999.0,-999.0
14,2021-09-14 07:00:00,-999.0,-999.0,-999.0
15,2021-09-14 07:30:00,-999.0,-999.0,-999.0
16,2021-09-14 08:00:00,-999.0,-999.0,-999.0
17,2021-09-14 08:30:00,-999.0,-999.0,-999.0
18,2021-09-14 09:00:00,-999.0,-999.0,-999.0
19,2021-09-14 09:30:00,-999.0,-999.0,-999.0
20,2021-09-14 10:00:00,-999.0,-999.0,-999.0
21,2021-09-14 10:30:00,-999.0,-999.0,-999.0
22,2021-09-14 11:00:00,-999.0,-999.0,-999.0
23,2021-09-14 11:30:00,-999.0,-999.0,-999.0
24,2021-09-14 12:00:00,-999.0,-999.0,-999.0
25,2021-09-14 12:30:00,60.492218017578125,4.158884525299072,0.2599999904632568
26,2021-09-14 13:00:00,60.59061050415039,4.090612411499023,0.270000010728836
27,2021-09-14 13:30:00,60.68330764770508,4.016640663146973,0.2599999904632568
28,2021-09-14 14:00:00,60.73506546020508,4.068398952484131,0.2800000011920929
29,2021-09-14 14:30:00,60.739967346191406,4.073301792144775,0.2599999904632568
30,2021-09-14 15:00:00,-999.0,-999.0,-999.0
31,2021-09-14 15:30:00,60.73609924316406,4.069432735443115,0.25
32,2021-09-14 16:00:00,60.73828887939453,4.071620464324951,0.2399999946355819
33,2021-09-14 16:30:00,60.74029541015625,4.073630332946777,0.2599999904632568
34,2021-09-14 17:00:00,60.73991775512695,4.073251724243164,1.100000023841858
35,2021-09-14 17:30:00,60.7254753112793,3.0588083267211914,0.2599999904632568
36,2021-09-14 18:00:00,60.706085205078125,3.039416790008545,0.2599999904632568
37,2021-09-14 18:30:00,60.67646408081055,3.0097968578338623,0.25
38,2021-09-14 19:00:00,60.64237976074219,3.1423799991607666,0.2599999904632568
39,2021-09-14 19:30:00,60.63108825683594,2.131086826324463,0.2599999904632568
40,2021-09-14 20:00:00,36.53121566772461,-6.290311336517334,0.2599999904632568
41,2021-09-14 20:30:00,36.53120040893555,-6.290318012237549,0.2599999904632568
42,2021-09-14 21:00:00,-999.0,-999.0,-999.0
43,2021-09-14 21:30:00,36.531211853027344,-6.290314674377441,0.270000010728836
44,2021-09-14 22:00:00,36.53120803833008,-6.29030704498291,0.270000010728836
45,2021-09-14 22:30:00,36.53120803833008,-6.290297985076904,0.270000010728836
46,2021-09-14 23:00:00,36.53120803833008,-6.290299892425537,0.5199999809265137
47,2021-09-14 23:30:00,36.53121566772461,-6.290307998657227,0.270000010728836
48,2021-09-15 00:00:00,-999.0,-999.0,-999.0
49,2021-09-15 00:30:00,36.53120040893555,-6.290311336517334,0.270000010728836
50,2021-09-15 01:00:00,36.53121566772461,-6.290310382843018,1.0499999523162842
51,2021-09-15 01:30:00,36.53120040893555,-6.290316104888916,0.2800000011920929
52,2021-09-15 02:00:00,36.531192779541016,-6.290323734283447,0.270000010728836
53,2021-09-15 02:30:00,36.53120040893555,-6.290326118469238,0.270000010728836
54,2021-09-15 03:00:00,-999.0,-999.0,-999.0
55,2021-09-15 03:30:00,36.53119659423828,-6.290324687957764,0.2899999916553497
56,2021-09-15 04:00:00,36.53119659423828,-6.2903313636779785,0.2899999916553497
57,2021-09-15 04:30:00,36.53120040893555,-6.290313720703125,0.2899999916553497
58,2021-09-15 05:00:00,36.53120040893555,-6.2903265953063965,0.3000000119209289
59,2021-09-15 05:30:00,36.53120040893555,-6.2903337478637695,0.2899999916553497
60,2021-09-15 06:00:00,36.53120422363281,-6.290318012237549,0.3000000119209289
61,2021-09-15 06:30:00,36.53121566772461,-6.290317535400391,0.270000010728836
62,2021-09-15 07:00:00,36.531211853027344,-6.290327072143555,0.270000010728836
63,2021-09-15 07:30:00,36.53120803833008,-6.290334701538086,0.270000010728836
64,2021-09-15 08:00:00,36.53120040893555,-6.290327072143555,0.270000010728836
65,2021-09-15 08:30:00,36.53120040893555,-6.2903242111206055,0.270000010728836
66,2021-09-15 09:00:00,36.53120803833008,-6.290313720703125,0.25
67,2021-09-15 09:30:00,36.53120040893555,-6.290316581726074,0.2599999904632568
68,2021-09-15 10:00:00,36.53120803833008,-6.2903242111206055,0.25
69,2021-09-15 10:30:00,36.53120803833008,-6.290327548980713,0.2399999946355819
70,2021-09-15 11:00:00,36.53121948242188,-6.290311336517334,0.2399999946355819
71,2021-09-15 11:30:00,36.53120803833008,-6.290313720703125,0.2399999946355819
72,2021-09-15 12:00:00,-999.0,-999.0,-999.0
73,2021-09-15 12:30:00,36.531211853027344,-6.290301322937012,0.25
74,2021-09-15 13:00:00,36.531211853027344,-6.290297508239746,0.2399999946355819
75,2021-09-15 13:30:00,36.53120040893555,-6.290297985076904,0.2399999946355819
76,2021-09-15 14:00:00,36.53120803833008,-6.290305614471436,0.2599999904632568
